,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_train,month_train,day_train,Address,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,day_weather,month_weather,year_weather,week,Species_virus
23,2,2007-05-29,88,65,77,59,66,0421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,1,0,29,5,2007,22,1
24,2,2007-05-29,88,65,77,59,66,0421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,29,5,2007,22,1
25,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,5,6,2007,23,1
26,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,5,0,5,6,2007,23,1
27,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,T002,41.95469,-87.800991,1,0,5,6,2007,23,1
28,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,5,6,2007,23,1
29,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,2,0,5,6,2007,23,1
30,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,5,6,2007,23,1
31,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,9,0,5,6,2007,23,1
32,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T009,41.981964,-87.812827,2,0,5,6,2007,23,1
33,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,1,0,5,6,2007,23,1
34,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T016,42.011601,-87.811506,1,0,5,6,2007,23,1
35,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T025,41.979243,-87.750938,1,0,5,6,2007,23,1
36,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,T028,41.986921,-87.689778,2,0,5,6,2007,23,1
37,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,5,6,2007,23,1
38,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T141,41.961743,-87.76007,2,0,5,6,2007,23,1
39,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,5,6,2007,23,1
40,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T142,41.953067,-87.776792,3,0,5,6,2007,23,1
41,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,5,6,2007,23,1
42,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,T146,41.958271,-87.702575,2,0,5,6,2007,23,1
43,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,5,6,2007,23,1
44,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,T150,42.006858,-87.675919,2,0,5,6,2007,23,1
45,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,5,6,2007,23,1
46,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,T151,41.916265,-87.800515,10,0,5,6,2007,23,1
47,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,5,6,2007,23,1
48,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,T218,41.948167,-87.730698,1,0,5,6,2007,23,1
49,1,2007-06-05,64,47,56,48,51,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,T220,41.963976,-87.69181,1,0,5,6,2007,23,1
50,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1
51,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,2,0,5,6,2007,23,1
52,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1
53,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.654491,1,0,5,6,2007,23,1
54,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1
55,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1
56,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,T048,41.867108,-87.654224,2,0,5,6,2007,23,1
57,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,2,0,5,6,2007,23,1
58,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1
59,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1
60,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,3,0,5,6,2007,23,1
61,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,4,0,5,6,2007,23,1
62,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,5,6,2007,23,1
63,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1
64,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1
65,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1
66,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,3,0,5,6,2007,23,1
67,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,5,6,2007,23,1
68,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T019,41.94983,-87.698457,1,0,5,6,2007,23,1
69,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,0,5,6,2007,23,1
70,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,T033,41.906638,-87.701431,3,0,5,6,2007,23,1
71,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,T089,41.723195,-87.64997,1,0,5,6,2007,23,1
72,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,5,6,2007,23,1
73,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,T090,41.868077,-87.666901,7,0,5,6,2007,23,1
74,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,1,0,5,6,2007,23,1
75,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,2,0,5,6,2007,23,1
76,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,T135,41.662014,-87.724608,4,0,5,6,2007,23,1
77,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,T135,41.662014,-87.724608,1,0,5,6,2007,23,1
78,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"Chicago, IL, USA",CULEX RESTUANS,T145,41.878114,-87.629798,3,0,5,6,2007,23,1
79,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T147,41.932094,-87.700117,1,0,5,6,2007,23,1
80,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,T152,41.846075,-87.716277,1,0,5,6,2007,23,1
81,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,T154,41.918705,-87.752329,1,0,5,6,2007,23,1
82,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,5,6,2007,23,1
83,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,T158,41.682587,-87.707973,8,0,5,6,2007,23,1
84,2,2007-06-05,63,51,57,47,52,0417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,1,0,5,6,2007,23,1
85,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,26,6,2007,26,1
86,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,4,0,26,6,2007,26,1
87,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX SALINARIUS,T002,41.95469,-87.800991,1,0,26,6,2007,26,0
88,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,1,0,26,6,2007,26,1
89,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,T007,41.994991,-87.769279,4,0,26,6,2007,26,1
90,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,1,0,26,6,2007,26,1
91,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,26,6,2007,26,1
92,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,1,0,26,6,2007,26,1
93,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,2,0,26,6,2007,26,1
94,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,T148,42.01743,-87.687769,2,0,26,6,2007,26,1
95,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,2,0,26,6,2007,26,1
96,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,4,0,26,6,2007,26,1
97,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,2,0,26,6,2007,26,1
98,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T016,42.011601,-87.811506,2,0,26,6,2007,26,1
99,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,1,0,26,6,2007,26,1
100,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,26,6,2007,26,1
101,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,T028,41.986921,-87.689778,9,0,26,6,2007,26,1
102,1,2007-06-26,92,70,81,69,72,0418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6,26,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,26,6,2007,26,1
