,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_train,month_train,day_train,Address,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,day_weather,month_weather,year_weather,week,Species_virus,tavg_celsius,wetbulb_celsius,relative_humidity,7day_tavg_c,14day_tavg_c,21day_tavg_c,7day_Precip,14day_Precip,21day_Precip,7day_rel_humidity,14day_rel_humidity,21day_rel_humidity,daylight_time,night_time,Precip_binary
10,10,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,2,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,23.333333333333332,23.0,23.0,0.0,0.0,0.0,59.899166314445715,53.0,53.0,1496,904,0
11,11,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,23.333333333333332,23.0,23.0,0.0,0.0,0.0,59.899166314445715,53.0,53.0,1496,904,0
12,12,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,23.333333333333332,23.0,23.0,0.0,0.0,0.0,59.899166314445715,53.0,53.0,1496,904,0
13,13,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,23.333333333333332,23.0,23.0,0.0,0.0,0.0,59.899166314445715,53.0,53.0,1496,904,0
14,14,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,3,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
15,15,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
16,16,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
17,17,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,T091,41.862292,-87.64886,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
18,18,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T094,41.720848,-87.666014,3,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
19,19,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,5,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
20,20,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,23.333333333333332,23.0,0.0,0.0,0.0,53.704206612404484,59.899166314445715,53.0,1496,904,0
21,21,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1496,904,0
22,22,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,T129,41.891126,-87.61156,2,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1496,904,0
23,23,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1496,904,0
24,24,2,2007-05-29,88,65,77,59,66,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,29,5,2007,22,1,25.0,18.88888888888889,53.704206612404484,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1496,904,0
25,25,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1506,894,1
26,26,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,5,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1506,894,1
27,27,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,T002,41.95469,-87.800991,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,23.333333333333332,0.0,0.0,0.0,53.704206612404484,53.704206612404484,59.899166314445715,1506,894,1
28,28,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,25.0,0.0,0.0,0.0,53.704206612404484,53.704206612404484,53.704206612404484,1506,894,1
29,29,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,25.0,0.0,0.0,0.0,53.704206612404484,53.704206612404484,53.704206612404484,1506,894,1
30,30,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,25.0,0.0,0.0,0.0,53.704206612404484,53.704206612404484,53.704206612404484,1506,894,1
31,31,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,9,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,25.0,25.0,25.0,0.0,0.0,0.0,53.704206612404484,53.704206612404484,53.704206612404484,1506,894,1
32,32,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T009,41.981964,-87.812827,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
33,33,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
34,34,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T016,42.011601,-87.811506,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
35,35,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T025,41.979243,-87.750938,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
36,36,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,T028,41.986921,-87.689778,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
37,37,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
38,38,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T141,41.961743,-87.76007,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,25.0,25.0,0.42,0.0,0.0,70.31056310529871,53.704206612404484,53.704206612404484,1506,894,1
39,39,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
40,40,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T142,41.953067,-87.776792,3,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
41,41,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
42,42,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,T146,41.958271,-87.702575,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
43,43,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
44,44,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,T150,42.006858,-87.675919,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
45,45,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,25.0,0.42,0.42,0.0,70.31056310529871,70.31056310529871,53.704206612404484,1506,894,1
46,46,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,T151,41.916265,-87.800515,10,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
47,47,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
48,48,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,T218,41.948167,-87.730698,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
49,49,1,2007-06-05,64,47,56,48,51,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,T220,41.963976,-87.69181,1,0,5,6,2007,23,1,13.333333333333334,10.555555555555555,70.31056310529871,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
50,50,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
51,51,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,2,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
52,52,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
53,53,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.654491,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
54,54,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
55,55,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
56,56,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,T048,41.867108,-87.654224,2,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.333333333333334,13.333333333333334,13.333333333333334,0.42,0.42,0.42,70.31056310529871,70.31056310529871,70.31056310529871,1506,894,1
57,57,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,2,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.88888888888889,13.333333333333334,13.333333333333334,0.27,0.42,0.42,70.77381254459331,70.31056310529871,70.31056310529871,1506,894,1
58,58,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.88888888888889,13.333333333333334,13.333333333333334,0.27,0.42,0.42,70.77381254459331,70.31056310529871,70.31056310529871,1506,894,1
59,59,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.88888888888889,13.333333333333334,13.333333333333334,0.27,0.42,0.42,70.77381254459331,70.31056310529871,70.31056310529871,1506,894,1
60,60,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,3,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.88888888888889,13.333333333333334,13.333333333333334,0.27,0.42,0.42,70.77381254459331,70.31056310529871,70.31056310529871,1506,894,1
61,61,2,2007-06-05,63,51,57,47,52,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,4,0,5,6,2007,23,1,13.88888888888889,11.11111111111111,70.77381254459331,13.88888888888889,13.333333333333334,13.333333333333334,0.27,0.42,0.42,70.77381254459331,70.31056310529871,70.31056310529871,1506,894,1
