,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_train,month_train,day_train,Address,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,day_weather,month_weather,year_weather,week,Species_virus,7day_Tavg,10day_Tavg,7day_Precip,10day_Precip,tavg_celsius,wetbulb_celsius,relative_humidity
23,23,2,2007-05-29,88,65,77,59,66,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,1,0,29,5,2007,22,1,77.0,77.0,0.0,0.0,25.0,18.88888888888889,53.704206612404484
24,24,2,2007-05-29,88,65,77,59,66,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,29,5,2007,22,1,77.0,77.0,0.0,0.0,25.0,18.88888888888889,53.704206612404484
25,25,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
26,26,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T002,41.95469,-87.800991,5,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
27,27,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,T002,41.95469,-87.800991,1,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
28,28,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
29,29,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T015,41.974089,-87.824812,2,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
30,30,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
31,31,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T143,41.999129,-87.795585,9,0,5,6,2007,23,1,77.0,77.0,0.0,0.0,13.333333333333334,10.555555555555555,70.31056310529871
32,32,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,T009,41.981964,-87.812827,2,0,5,6,2007,23,1,56.0,77.0,0.42,0.0,13.333333333333334,10.555555555555555,70.31056310529871
33,33,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T011,41.944869,-87.832763,1,0,5,6,2007,23,1,56.0,77.0,0.42,0.0,13.333333333333334,10.555555555555555,70.31056310529871
34,34,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,T016,42.011601,-87.811506,1,0,5,6,2007,23,1,56.0,77.0,0.42,0.0,13.333333333333334,10.555555555555555,70.31056310529871
35,35,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T025,41.979243,-87.750938,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
36,36,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,T028,41.986921,-87.689778,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
37,37,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
38,38,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,T141,41.961743,-87.76007,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
39,39,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
40,40,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,T142,41.953067,-87.776792,3,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
41,41,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
42,42,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,T146,41.958271,-87.702575,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
43,43,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
44,44,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,T150,42.006858,-87.675919,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
45,45,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
46,46,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,T151,41.916265,-87.800515,10,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
47,47,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
48,48,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,T218,41.948167,-87.730698,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
49,49,1,2007-06-05,64,47,56,48,51,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6,5,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,T220,41.963976,-87.69181,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.333333333333334,10.555555555555555,70.31056310529871
50,50,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
51,51,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,T045,41.9216,-87.666455,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
52,52,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,T045,41.9216,-87.666455,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
53,53,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,T046,41.891118,-87.654491,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
54,54,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
55,55,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,T048,41.867108,-87.654224,1,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
56,56,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,T048,41.867108,-87.654224,2,0,5,6,2007,23,1,56.0,56.0,0.42,0.42,13.88888888888889,11.11111111111111,70.77381254459331
57,57,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,T049,41.896282,-87.655232,2,0,5,6,2007,23,1,57.0,56.0,0.27,0.42,13.88888888888889,11.11111111111111,70.77381254459331
58,58,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1,57.0,56.0,0.27,0.42,13.88888888888889,11.11111111111111,70.77381254459331
59,59,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,T050,41.919343,-87.694259,1,0,5,6,2007,23,1,57.0,56.0,0.27,0.42,13.88888888888889,11.11111111111111,70.77381254459331
60,60,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,T054,41.921965,-87.632085,3,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
61,61,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T086,41.688324,-87.676709,4,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
62,62,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
63,63,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
64,64,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
65,65,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,T096,41.731922,-87.677512,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
66,66,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,T153,41.907645,-87.760886,3,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
67,67,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,T159,41.732984,-87.649642,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
68,68,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T019,41.94983,-87.698457,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
69,69,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
70,70,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,T033,41.906638,-87.701431,3,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
71,71,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,T089,41.723195,-87.64997,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
72,72,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
73,73,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,T090,41.868077,-87.666901,7,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
74,74,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
75,75,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,2,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
76,76,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,T135,41.662014,-87.724608,4,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
77,77,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,T135,41.662014,-87.724608,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
78,78,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"Chicago, IL, USA",CULEX RESTUANS,T145,41.878114,-87.629798,3,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
79,79,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,T147,41.932094,-87.700117,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
80,80,2,2007-06-05,63,51,57,47,52,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,T152,41.846075,-87.716277,1,0,5,6,2007,23,1,57.0,57.0,0.27,0.27,13.88888888888889,11.11111111111111,70.77381254459331
